"par"
-2.79433515079956
-1.10266898647785
-3.07563059643449
-6.35671899053141
-1.39283190276417
-2.02817324755566
-4.04537111370819
-1.9168965452194
-4.31144332898168
-2.28408802691873
0.700055248560195
0.254557317434241
-0.517394501943235
0.518866834850173
0.730123349342979
