"par"
-2.7713721268372
-1.40037297122063
-1.86974228252963
-2.12445632974042
-1.18193770514178
-1.97644978558066
-4.62989503189351
-2.98855936017057
-3.96680803947172
0.671624268612892
0.086755750266159
-0.344568735365421
0.620165062180574
0.656883715892115
