"par"
-2.64636421385707
-1.37592366733321
-1.72368455459404
-1.90491073168166
-1.03701730874566
-1.79592336331592
-4.59469351758603
0.63188524192094
0.186700153538976
-0.400311119249924
0.5979613886628
0.632891401736849
