"par"
-2.48904417363648
-0.803383674405852
-3.12038770686073
-6.07613465741292
-1.01529481687246
-1.7152866443414
-3.81870649372128
-1.23521603441475
-3.76838954859041
-1.69855227168893
0.0413871634087106
0.143460869535554
-0.339000992376725
-0.647788794509559
