"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"gerlang_TRUE_softplus_softplus_all",1.22196365295948,1.07385222758444,1.18463732369847,1.3637617773596,1.14948729528906,1.16181621185165,1.14633117018185,1.21881407191974,1.09419562166184,1.08377575758257
"gerlang_TRUE_softplus_square_all",1.28611536779668,1.15204954661848,1.22908154944648,1.4028099054313,1.17749981148582,1.23381171309434,1.18470851387414,1.28204049911742,1.13714199141584,1.14955608691929
"gerlang_TRUE_square_exp_all",1.22074981550345,1.07535358021737,1.18515571227017,1.36342156079191,1.14873278711173,1.16177374166424,1.14722025547563,1.21818080207704,1.09374461676202,1.0845452997041
"gerlang_TRUE_square_softplus_all",1.22198496582996,1.07388693420917,1.18458120112084,1.36370841005871,1.14954348930681,1.16190179854487,1.14632276710001,1.21880320357873,1.09417911639619,1.08378759647226
"gerlang_TRUE_square_square_all",1.2861934766856,1.15200985048187,1.22910324094006,1.40283779912519,1.17756658404913,1.23373057580448,1.18469118296432,1.28209357724942,1.13713975690547,1.14957042762738
"gerlang_relax_FALSE_exp_exp_all",1.12583685594992,1.0211325872216,1.087321422475,1.18630309059718,1.08531596316904,1.0721037051292,1.06628616496171,1.13738211027831,1.03699421614127,1.00432851538875
"gerlang_relax_FALSE_exp_softplus_all",1.12583685594992,1.0211325872216,1.087321422475,1.18630309059718,1.08531596316904,1.0721037051292,1.06628616496171,1.13738211027831,1.03699421614127,1.00432851538875
"gerlang_relax_FALSE_exp_square_all",1.12583685594992,1.0211325872216,1.087321422475,1.18630309059718,1.08531596316904,1.0721037051292,1.06628616496171,1.13738211027831,1.03699421614127,1.00432851538875
"gerlang_relax_FALSE_softplus_exp_all",1.12579912776234,1.02113362432541,1.08731194083765,1.18628091254249,1.08530244386346,1.07211182314207,1.06631193624994,1.13735668854689,1.03700536441071,1.00436569811058
"gerlang_relax_FALSE_softplus_softplus_all",1.12579912776234,1.02113362432541,1.08731194083765,1.18628091254249,1.08530244386346,1.07211182314207,1.06631193624994,1.13735668854689,1.03700536441071,1.00436569811058
"gerlang_relax_FALSE_softplus_square_all",1.12579912776234,1.02113362432541,1.08731194083765,1.18628091254249,1.08530244386346,1.07211182314207,1.06631193624994,1.13735668854689,1.03700536441071,1.00436569811058
"gerlang_relax_FALSE_square_exp_all",1.12584597011158,1.02112194599145,1.08732510043308,1.18628653753999,1.08531523887821,1.07210966309343,1.0662886537119,1.1373746391341,1.03700108834252,1.00433198931313
"gerlang_relax_FALSE_square_softplus_all",1.12584597011158,1.02112194599145,1.08732510043308,1.18628653753999,1.08531523887821,1.07210966309343,1.0662886537119,1.1373746391341,1.03700108834252,1.00433198931313
"gerlang_relax_FALSE_square_square_all",1.12584597011158,1.02112194599145,1.08732510043308,1.18628653753999,1.08531523887821,1.07210966309343,1.0662886537119,1.1373746391341,1.03700108834252,1.00433198931313
"gerlang_relax_TRUE_exp_exp_all",1.12619676195547,0.993628798909687,1.07066152867209,1.17683478806251,1.06587566881048,1.04529289259145,1.05909578449232,1.13362385646018,1.02973127942646,1.0116693302994
"gerlang_relax_TRUE_exp_softplus_all",1.12638426766668,0.992242065376391,1.07024279931893,1.17734277598579,1.06686768653003,1.04562546762318,1.05778291812683,1.13445279836473,1.03049641565587,1.00867121940934
"gerlang_relax_TRUE_exp_square_all",1.16082965793695,1.03069256536377,1.09875457407694,1.20151273449247,1.08367185804493,1.08942179959651,1.08326986106732,1.17267062839798,1.06053698130444,1.05031033160556
"gerlang_relax_TRUE_softplus_exp_all",1.12617924566667,0.993649880901415,1.07064872834937,1.17684074561907,1.06591367957006,1.04533117012255,1.05905425889097,1.13365169582342,1.02972648927922,1.01164210800678
"gerlang_relax_TRUE_softplus_softplus_all",1.12651481363076,0.992238911519848,1.07024028712356,1.17733708869035,1.06687046767896,1.0456002717297,1.05782626117815,1.13444054107456,1.03051533766264,1.00870622674416
"gerlang_relax_TRUE_softplus_square_all",1.1608411143397,1.03068539121332,1.0987564681358,1.20150959591332,1.08367522136392,1.08943562455057,1.08326210460665,1.17267768906399,1.06052660909234,1.05029696918167
"gerlang_relax_TRUE_square_exp_all",1.12618918212277,0.993599875518376,1.07067563165459,1.17684479698877,1.06581295459418,1.04536316944323,1.05899370559147,1.13359455113529,1.02968446724164,1.01163151674722
"gerlang_relax_TRUE_square_softplus_all",1.12650430736405,0.992193236526699,1.07030092342054,1.1773366931125,1.06679049454275,1.04573619140749,1.05774363987979,1.13448231197306,1.03045979736321,1.00866230015035
"gerlang_relax_TRUE_square_square_all",1.16080067088543,1.03069231077998,1.09874114862313,1.20150556380639,1.08373881829355,1.08939910023532,1.0832923744165,1.17269427445072,1.06055766383463,1.05029901255106
"free_upper_tri_FALSE_exp_exp_all",1.065726849463,0.985759540702477,1.051342442722,1.13411300231623,1.03673205496948,1.0377354012159,1.04044402233564,1.07269801997087,0.994222434365759,0.95894958616841
"free_upper_tri_FALSE_exp_softplus_all",1.065726849463,0.985759540702477,1.051342442722,1.13411300231623,1.03673205496948,1.0377354012159,1.04044402233564,1.07269801997087,0.994222434365759,0.95894958616841
"free_upper_tri_FALSE_exp_square_all",1.065726849463,0.985759540702477,1.051342442722,1.13411300231623,1.03673205496948,1.0377354012159,1.04044402233564,1.07269801997087,0.994222434365759,0.95894958616841
"free_upper_tri_FALSE_softplus_exp_all",1.0657271593927,0.985699840485006,1.05136439816691,1.13448075724172,1.03671888432118,1.03769568366017,1.04043330848943,1.07258508962468,0.994201845949689,0.958890255145584
"free_upper_tri_FALSE_softplus_softplus_all",1.0657271593927,0.985699840485006,1.05136439816691,1.13448075724172,1.03671888432118,1.03769568366017,1.04043330848943,1.07258508962468,0.994201845949689,0.958890255145584
"free_upper_tri_FALSE_softplus_square_all",1.0657271593927,0.985699840485006,1.05136439816691,1.13448075724172,1.03671888432118,1.03769568366017,1.04043330848943,1.07258508962468,0.994201845949689,0.958890255145584
"free_upper_tri_FALSE_square_exp_all",1.06564391818451,0.985907389285318,1.05113285433284,1.13464752508279,1.03657939310225,1.03752962893393,1.04046144859429,1.07255766205766,0.99415583407428,0.960187265266331
"free_upper_tri_FALSE_square_softplus_all",1.06564391818451,0.985907389285318,1.05113285433284,1.13464752508279,1.03657939310225,1.03752962893393,1.04046144859429,1.07255766205766,0.99415583407428,0.960187265266331
"free_upper_tri_FALSE_square_square_all",1.06564391818451,0.985907389285318,1.05113285433284,1.13464752508279,1.03657939310225,1.03752962893393,1.04046144859429,1.07255766205766,0.99415583407428,0.960187265266331
"free_upper_tri_TRUE_exp_exp_all",1.06210832104287,0.956364057920908,1.03461069321517,1.12213823146923,1.01303549123536,1.01180929660764,1.02857265786612,1.07209436127703,0.981752345062813,0.962016918436543
"free_upper_tri_TRUE_exp_softplus_all",1.06315240778795,0.954992133588425,1.03441912084315,1.12289498626765,1.01441852856632,1.01288861023688,1.02720116206055,1.07300602529674,0.982902773133602,0.959997163940586
"free_upper_tri_TRUE_exp_square_all",1.09807142777649,0.990081386713845,1.0596221617543,1.1425925011993,1.02835501824376,1.05067210948309,1.04897700151715,1.10784622378067,1.00776156692399,1.00271038081101
"free_upper_tri_TRUE_softplus_exp_all",1.0621111061567,0.956370207563354,1.03466663770298,1.12229342050913,1.01297125022191,1.01188595175189,1.02858743032116,1.07227214890363,0.98168991945215,0.962055578148607
"free_upper_tri_TRUE_softplus_softplus_all",1.06323283622878,0.954988511853715,1.03443575634893,1.12283838876244,1.01445532172269,1.01285224748684,1.02716656313612,1.07293356401355,0.982878668632858,0.959963808127863
"free_upper_tri_TRUE_softplus_square_all",1.09832641459083,0.990057234471207,1.05969251135111,1.14261051431592,1.02826180487991,1.0505363295475,1.04891268839567,1.10793088365282,1.00773947790297,1.00267853577202
"free_upper_tri_TRUE_square_exp_all",1.06201531894658,0.956698284762712,1.03448791743195,1.12282950379558,1.01285062772036,1.01182543128525,1.02853716964633,1.07214991222612,0.981589000954577,0.962433696964878
"free_upper_tri_TRUE_square_softplus_all",1.06310649440333,0.955352681047942,1.03426506640816,1.12340915422565,1.01432176283295,1.01279311511446,1.02717319989966,1.07291205996196,0.982769120701859,0.960457469697238
"free_upper_tri_TRUE_square_square_all",1.09814656279617,0.990220319276253,1.05957494647418,1.14266694529217,1.02827090388548,1.05068586360875,1.04895476775808,1.10776534035566,1.00772474235076,1.00330917463931
"uniform",1.28888179223988,1.28785155826833,1.31117902573785,1.29373501717168,1.29183146084631,1.30841848682825,1.31634961873506,1.30749007679111,1.31800232948043,1.30237061262793
"persistence",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"empirical_dist",1.38078175282848,1.36107627896502,1.41549548256576,1.42764137289499,1.3988904317987,1.39463411972502,1.36492584152208,1.40587572069478,1.3305348209183,1.33846681177972
"empirical_dist_corr",1.12994097032483,1.12516858718048,1.18127177771175,1.16170279780531,1.1512879418787,1.16292796623521,1.15917678944784,1.16790624545124,1.12491863709414,1.11341536093629
"olr",1.20743862854653,1.14769225788208,1.24066896836924,1.2633844620751,1.18557821333152,1.2104477424667,1.17017547384599,1.19749793902762,1.14911221335917,1.14296931977855
"olr_cov",1.19282735364462,1.12996258166755,1.23057760365238,1.25751124766217,1.16988751639438,1.19436719283789,1.15716815451636,1.19993729963629,1.14774433904442,1.13775410342202
"opr",1.20527808106798,1.15239437278419,1.24157009185572,1.26364532460189,1.19004802008479,1.21523423142301,1.17426347393134,1.19910288630639,1.14189465554614,1.15373577491317
"opr_cov",1.18996828232712,1.13501897686917,1.232708870819,1.25935668495269,1.1720568489879,1.19788045905976,1.15875144825983,1.2025181045616,1.13970224354109,1.14649296918185
"ocllr",1.27116660992883,1.23225571502366,1.30806946614949,1.32119030594166,1.26733691641602,1.28388276478058,1.24789648432262,1.27363368194156,1.20570949861021,1.23085712162299
"ocllr_cov",1.25246162180155,1.2129080321452,1.30185869659277,1.32151247263414,1.24442554027345,1.26422683174791,1.22763441554407,1.27878437802439,1.20293693951238,1.22047245602782
"obs",0,0,0,0,0,0,0,0,0,0
